x,y
-45.0,4.0
-41.0,-26.0
66.0,-43.0
13.0,-49.0
-38.0,-15.0
-19.0,-2.0
-18.0,-37.0
55.0,-53.0
-74.0,62.0
-61.0,1.0
45.0,19.0
-69.0,-3.0
-17.0,44.0
58.0,-42.0
28.0,-34.0
46.0,20.0
-22.0,-35.0
18.0,37.0
-8.0,-15.0
-66.0,43.0
48.0,65.0
41.0,26.0
-73.0,4.0
-42.0,28.0
-7.0,-15.0
80.0,-47.0
66.0,55.0
-9.0,61.0
-4.0,-4.0
42.0,-37.0
61.0,-24.0
-40.0,73.0
47.0,41.0
81.0,-46.0
67.0,56.0
19.0,-21.0
11.0,-25.0
-70.0,50.0
-78.0,46.0
-8.0,-2.0
12.0,-24.0
13.0,-59.0
-50.0,1.0
-74.0,52.0
-29.0,60.0
58.0,-52.0
-59.0,37.0
19.0,-44.0
-58.0,38.0
-12.0,5.0
-34.0,66.0
73.0,-37.0
20.0,-43.0
39.0,-30.0
-62.0,4.0
-42.0,-18.0
32.0,-69.0
33.0,12.0
73.0,48.0
52.0,25.0
-63.0,44.0
57.0,-40.0
-71.0,40.0
74.0,49.0
26.0,-28.0
-28.0,1.0
38.0,-17.0
-17.0,47.0
58.0,-39.0
-4.0,-14.0
-47.0,24.0
-15.0,56.0
-35.0,-1.0
-62.0,-19.0
30.0,-22.0
-43.0,-6.0
48.0,32.0
-13.0,22.0
-75.0,47.0
-9.0,-8.0
16.0,-64.0
54.0,48.0
14.0,-25.0
25.0,21.0
43.0,38.0
15.0,-24.0
-48.0,36.0
26.0,-15.0
-28.0,14.0
11.0,-58.0
-23.0,-51.0
68.0,67.0
75.0,-37.0
48.0,9.0
-20.0,-46.0
-15.0,69.0
11.0,-22.0
-76.0,59.0
-1.0,8.0
69.0,68.0
-13.0,35.0
-75.0,60.0
44.0,11.0
10.0,18.0
76.0,-37.0
-51.0,8.0
-59.0,4.0
15.0,-47.0
51.0,55.0
-59.0,40.0
-12.0,-28.0
