lambda,x
0.964,0.9591041758750325
0.964,0.12351236148850428
0.964,0.3647404548603229
0.964,0.8782690035032592
0.964,0.3597409785203035
0.964,0.8719189892424288
0.964,0.37750997293557126
0.964,0.8935010964307883
0.964,0.3165475943758835
0.964,0.8082819687230142
0.964,0.5461438042807174
0.964,0.9538885627632688
0.964,0.13916035508971586
0.964,0.40814896262254785
0.964,0.9241434849083674
0.964,0.2275627938517722
0.964,0.6319493850756908
0.964,0.8823542395955836
0.964,0.3482332994818086
0.964,0.8564880211569679
0.964,0.4200498105369718
0.964,0.9337516710084437
0.964,0.19918744906244146
0.964,0.564632304776141
0.964,0.9441959760693741
0.964,0.16813784556484382
0.964,0.4858533783268802
0.964,0.9630481231231275
0.964,0.11165740194408233
0.964,0.3312615961750071
0.964,0.8316937056926335
0.964,0.48629392624500445
0.964,0.11148186555203733
0.964,0.33076230754538866
0.964,0.8309281292734165
0.964,0.4882944382484851
0.964,0.9633482480170024
0.964,0.11075454324972911
0.964,0.3286924711901047
0.964,0.8277325942755165
0.964,0.49661399229143993
0.964,0.9639454595680236
0.964,0.10895767360848559
0.964,0.3235715496332936
0.964,0.8196764919533684
0.964,0.517363987485514
0.964,0.9625660367780973
0.964,0.11310744289281544
0.964,0.33538216681955624
0.964,0.8379336153835762
0.964,0.4698846764699441
0.964,0.9596888029254688
0.964,0.1217562065794966
0.964,0.35981181065069506
0.964,0.8720104615186807
0.964,0.3772550592342463
0.964,0.8932110096831818
0.964,0.31737727449904685
0.964,0.8096485145693858
0.964,0.5427284498271291
0.964,0.9553278091789804
0.964,0.13484585136840638
0.964,0.396274317139335
0.964,0.9132690566805362
0.964,0.25942619249696774
0.964,0.7015350279758239
0.964,0.7771508138558195
0.964,0.6211005852920092
0.964,0.8950721748625965
0.964,0.3120495866131065
0.964,0.8007780646937717
0.964,0.5647169527850291
0.964,0.9441442469352985
0.964,0.16829210346290208
0.964,0.48625681785057057
0.964,0.33080375925438094
0.964,0.8309917664487956
0.964,0.4881282567315923
0.964,0.11081060471109315
0.964,0.32885207381292025
0.964,0.8279802452498435
0.964,0.4959710130019256
0.964,0.9639227794808279
0.964,0.10902591972356339
0.964,0.323766234506242
0.964,0.81998665783355
0.964,0.5165711464015699
0.964,0.11272267064287564
0.964,0.3342894372266481
0.964,0.8362924990931933
0.964,0.4742181200877565
0.964,0.9608396258197375
0.964,0.11829806765338152
0.964,0.3500746775902888
0.964,0.8590329405027727
0.964,0.4130993375437209
0.964,0.9282978921154835
0.964,0.21531773509172972
0.964,0.6034845966722225
0.964,0.9135025287339221
0.964,0.2587451387717074
0.964,0.7001187902202206
0.964,0.7796808692228525
0.964,0.6152211074795327
0.964,0.9015311333093445
0.964,0.2934788756207613
0.964,0.7681212523533586
0.964,0.641761474954729
0.964,0.8699685643946813
0.964,0.3829379373162036
0.964,0.8995417074400298
0.964,0.29921207977239866
0.964,0.7784874140748245
0.964,0.617999387975959
0.964,0.8985172238897733
0.964,0.3021599309245847
0.964,0.7837193017813603
0.964,0.6057560024662829
0.964,0.9112820891948474
0.964,0.26521662531196516
0.964,0.7134457394262059
0.964,0.7552689938098909
0.964,0.6702746773695422
0.964,0.8293315544024482
0.964,0.4924573141908286
0.964,0.9637293684049727
0.964,0.10960788590535787
0.964,0.32542579695187035
0.964,0.8226181573250544
0.964,0.5098248918336928
0.964,0.9635408359693685
0.964,0.11017513350670889
0.964,0.3270423403627382
0.964,0.8251599451962051
0.964,0.5032755396516442
0.964,0.10894713978741398
0.964,0.32354149860311476
0.964,0.8196285882667905
0.964,0.5174863943524975
0.964,0.9625457532654033
0.964,0.1131684468884931
0.964,0.3355553694597131
0.964,0.8381928336619998
0.964,0.469199053395869
0.964,0.9594904208215084
0.964,0.12235217078344282
0.964,0.36148561786630645
0.964,0.8741594321226264
0.964,0.3712574191630074
0.964,0.8862209264398303
0.964,0.33728838150048124
0.964,0.8407728146331092
0.964,0.46235820955441437
0.964,0.9572674255951741
0.964,0.12902701762169116
0.964,0.380144459813899
0.964,0.8964654930584365
0.964,0.3080541437775008
0.964,0.7939784300874022
0.964,0.5812761922802886
0.964,0.932745493438069
0.964,0.20216789437246613
0.964,0.5719233678591366
0.964,0.9394959269171963
0.964,0.18213490312799477
0.964,0.5219844110379084
0.964,0.9617017153786085
0.964,0.11570653584567153
0.964,0.34275051582967203
0.964,0.8487410236757446
0.964,0.4410406428778246
0.964,0.9475103958036044
0.964,0.1582450636218507
0.964,0.45974609794279175
0.964,0.95630189393407
0.964,0.13192421721800163
0.964,0.38819173803394014
0.964,0.9051394010647731
0.964,0.2830513339874065
0.964,0.748630952094709
0.964,0.6845763977046712
0.964,0.42555116352188965
0.964,0.9377528639670035
0.964,0.1873159284023199
0.964,0.5351061040814309
0.964,0.4021431265264564
0.964,0.9188033454157546
0.964,0.24324555505547776
0.964,0.6670341243170079
0.964,0.8342915112068728
0.964,0.47948475527982093
0.964,0.9619985264803731
0.964,0.11481409311580194
0.964,0.3402230193696268
0.964,0.8450848149438259
0.964,0.450857319429854
0.964,0.9525342709526663
0.964,0.14321758949031085
0.964,0.41924716360782716
0.964,0.9331445530231999
0.964,0.20098606149260076
0.964,0.5690382139562591
0.964,0.9414148629029598
0.964,0.17642480846664466
0.964,0.5073627224183729
0.964,0.9637421279485784
0.964,0.10956949419404818
0.964,0.32531635077443555
0.964,0.8224453009741011
0.964,0.5102691099972748
0.964,0.963498380134623
0.964,0.11030286731786566
0.964,0.3274062133608989
0.964,0.825729152434666
0.964,0.5018044669021989
0.964,0.5187299457204131
0.964,0.33738302363888406
0.964,0.8409129939124333
0.964,0.46198564879820886
0.964,0.9571336535665376
0.964,0.12942848892473938
0.964,0.3812614835450418
0.964,0.8977038720281926
0.964,0.3044980438944042
0.964,0.7878212405964219
0.964,0.5960422476274733
0.964,0.9204514075256569
0.964,0.23841267453050138
0.964,0.4377255236325959
0.964,0.9456100191501446
0.964,0.1639194189150201
0.964,0.4747767828796895
0.964,0.9609750341340924
0.964,0.11789107298851488
0.964,0.3489259568338937
0.964,0.8574486918970845
0.964,0.4174292369839287
0.964,0.9317475511066621
0.964,0.20512195046732112
0.964,0.5791003993999431
0.964,0.9343879772401392
0.964,0.19730158763471825
0.964,0.5599933109015386
0.964,0.9469287054459364
0.964,0.15998254754206026
0.964,0.4643642242206
0.964,0.9579651626532792
0.964,0.12693262906046973
0.964,0.3743074241540517
0.964,0.889815097619905
0.964,0.32707017063627647
0.964,0.8252035182386487
0.964,0.5031629852651891
0.964,0.10893676631948056
0.964,0.3235119046843069
0.964,0.8195814061119768
0.964,0.5176069460540427
0.964,0.9625256380418565
0.964,0.11322894428969152
0.964,0.33572712160432827
0.964,0.8384496360389913
0.964,0.4685195134666916
0.964,0.9592894063675526
0.965,0.5421395731770725
0.965,0.9565561025108535
0.965,0.131297608632846
0.965,0.38685485493989896
0.965,0.9046758285839155
0.965,0.28468809126935135
0.965,0.752523755893934
0.965,0.6769265002955774
0.965,0.8197310812715145
0.965,0.5177610226582487
0.965,0.9634981715786568
0.965,0.11041791749276168
0.965,0.32807388252084424
0.965,0.8276284276621837
0.965,0.49739979176786775
0.965,0.9649678033337389
0.965,0.10599062880013484
0.965,0.3154200991670857
0.965,0.8072526300314705
0.965,0.5492789478966248
0.965,0.953458763742216
0.965,0.1405939314673477
0.965,0.41250551779015726
0.965,0.9287738436767827
0.965,0.21413439425133338
0.965,0.6013089276601813
0.965,0.9165355429747222
0.965,0.2501443316003182
0.965,0.6826673760432598
0.965,0.8104149199257059
0.965,0.5413696255673531
0.965,0.9568614161743155
0.965,0.13038055569344265
0.965,0.3843062599628234
0.965,0.9019579294751212
0.965,0.29255057806222917
0.965,0.7672143165604252
0.965,0.6444762548171551
0.965,0.8672939749302092
0.965,0.39076274533244554
0.965,0.9087306209498291
0.965,0.272919761481825
0.965,0.7296803537999209
0.965,0.724497662180804
0.965,0.7347798908769444
0.965,0.7141929311296505
0.965,0.7546427267571962
0.965,0.6723332444666835
0.965,0.8269930437984266
0.965,0.4990494552953619
0.965,0.9649956972923973
0.965,0.10590657566557841
0.965,0.3151792660851387
0.965,0.8068523530515863
0.965,0.550276246572788
0.965,0.9529878791326277
0.965,0.14200609604940845
0.965,0.4163717563510482
0.965,0.9318866223322899
0.965,0.20492275461331733
0.965,0.5792182302548963
0.965,0.935269336401214
0.965,0.1948901050880256
0.965,0.5546074591942352
0.965,0.9508343795447913
0.965,0.14846034995423915
0.965,0.43393680811555974
0.965,0.9442911159673664
0.965,0.16802824635328079
0.965,0.4860703677486645
0.965,0.9640761381022078
0.965,0.1086770598656242
0.965,0.32310571453623227
0.965,0.8197826092499279
0.965,0.5176291906925956
0.965,0.9635203779326732
0.965,0.1103510377796056
0.965,0.32788319733109217
0.965,0.827331002791301
0.965,0.49817225076549393
0.965,0.9649840915051691
0.965,0.10594154759495994
0.965,0.31527947200912343
0.965,0.8070189565770366
0.965,0.5498612559440177
0.965,0.9531849578463037
0.965,0.14141510230893412
0.965,0.4147547204651218
0.965,0.9306014168867768
0.965,0.20872848606078118
0.965,0.5884047313325914
0.965,0.9280210411259988
0.965,0.21635911969583746
0.965,0.6065693058540448
0.965,0.9114202237935485
0.965,0.26508910800624413
0.965,0.7139257883857137
0.965,0.7551472281428637
0.965,0.6712352467649625
0.965,0.82870353825334
0.965,0.49460394396407964
0.965,0.9648613437135676
0.965,0.10631141711322296
0.965,0.31633903497379273
0.965,0.8087757011067729
0.965,0.5454762567900668
0.965,0.9551683219044275
0.965,0.13546446977115276
0.965,0.3983942831635654
0.965,0.9162535879493067
0.965,0.25096980131406904
0.965,0.684433828000404
0.965,0.8074951854726183
0.965,0.5486741930736512
0.965,0.9537397465515141
0.965,0.13975112820710991
0.965,0.41019420886665336
0.965,0.9268474959957824
0.965,0.21982482953855811
0.965,0.6147048734343866
0.965,0.9030193615125102
0.965,0.2894825162821678
0.965,0.7615370372094071
0.965,0.6571834656943225
0.965,0.8497163431738783
0.965,0.4388668743584556
0.965,0.9472574951571352
0.965,0.159165470491966
0.965,0.46267365277094735
0.965,0.9583727961674213
0.965,0.12583916105122686
0.965,0.37163860495390905
0.965,0.8875943642004644
0.965,0.33373454951220577
0.965,0.8363220215072219
0.965,0.47463212254055326
0.965,0.9619370814425451
0.965,0.11511814584997751
0.965,0.34143825370811437
0.965,0.8477278795899064
0.965,0.4442270895231606
0.965,0.9502248361687278
0.965,0.15028599142675472
0.965,0.15915456439885958
0.965,0.4626446372354811
0.965,0.9583625007169797
0.965,0.125870106534245
0.965,0.3717251824401216
0.965,0.887697329963473
0.965,0.33344163910415714
0.965,0.8358786381589483
0.965,0.47580201241683157
0.965,0.9622129394732272
0.965,0.11428777332752957
0.965,0.339082549459596
0.965,0.8442924970311532
0.965,0.4534467357229824
0.965,0.9546979633201528
0.965,0.13687615802658995
0.965,0.4022883349245381
0.965,0.919889578488625
0.965,0.2403099675614217
0.965,0.6612726623579533
0.965,0.8437704660485407
0.965,0.4548431307380127
0.965,0.955305705193346
0.965,0.13505208505148006
0.965,0.3972552640162963
0.965,0.9151641069802279
0.965,0.25415757975526687
0.965,0.6912121522408202
0.965,0.7960614250235867
0.965,0.5768290314122088
0.965,0.9370270446503788
0.965,0.18966823068985308
0.965,0.5415782841310689
0.965,0.9567792280229838
0.965,0.13062743130978186
0.965,0.38499267018238187
0.965,0.9026956348248116
0.965,0.2904185887078239
0.965,0.763276711969666
0.965,0.6533116554608678
0.965,0.8552168995301112
0.965,0.4239506928244945
0.965,0.9375892587999085
0.965,0.18799675258323267
0.965,0.5373767926760296
0.965,0.12589297712352787
0.965,0.37178916619699365
0.965,0.8877733830236649
0.965,0.333225265824774
0.965,0.8355506557677392
0.965,0.4766668170033139
0.965,0.9624085039009842
0.965,0.11369904411637702
0.965,0.337410970136219
0.965,0.841826731981033
0.965,0.46003169073334893
0.965,0.9574027233885554
0.965,0.12875436829055756
0.965,0.3797790692406205
0.965,0.8969875296434039
0.965,0.3068736449678189
0.965,0.7927669323623808
0.965,0.5848049605772171
0.965,0.9309537592271704
0.965,0.20768547104645926
0.965,0.5858953513118426
0.965,0.9300779757668478
0.965,0.21027752055892723
0.965,0.5921198721569144
0.965,0.9248698822905488
0.965,0.22565832771158756
0.965,0.6282336514626156
0.965,0.8877462653670317
0.965,0.33330241856902154
0.965,0.8356676495402878
0.965,0.47635839275409514
0.965,0.9623395726367371
0.965,0.11390656042870935
0.965,0.3380003033822961
0.965,0.8426987170370409
0.965,0.45770614347501176
0.965,0.9564942501071513
0.965,0.13148337642254082
0.965,0.38737073444857406
0.965,0.905218926010621
0.965,0.283114482973527
0.965,0.7495281373469806
0.965,0.6833688214610518
0.965,0.8092584968935459
0.965,0.5442682370502823
0.965,0.955682885743357
0.965,0.1339197695036276
0.965,0.39412435086433867
0.965,0.9121090303838244
0.965,0.2630806131864594
0.965,0.7098148728472728
0.965,0.7628434448833628
0.965,0.6542777615665583
0.965,0.8538561994500898
0.965,0.4276525409452571
0.965,0.9401816319918784
0.965,0.18028205030397587
0.965,0.5177946170215881
0.965,0.11043503975404341
0.965,0.32812269860833626
0.965,0.8277045217420527
0.965,0.49720209372604934
0.965,0.10600594241032972
0.965,0.31546397409118
0.965,0.8073255026589404
0.965,0.549097290676864
0.965,0.9535435274840092
0.965,0.1403396955440227
0.965,0.411808603468113
0.965,0.9281981563279467
0.965,0.21583580705666847
0.965,0.605334585261208
0.965,0.9126433042418606
0.965,0.261521872347862
0.965,0.7066050123834993
0.965,0.7687643641504884
0.965,0.6409710502697376
0.965,0.8719006049176593
0.965,0.3779528633595113
0.965,0.8949311239436715
0.965,0.31277785067174263
0.965,0.802835850469874
0.965,0.5602350135703126
0.965,0.9477734339529108
0.965,0.15762254561843156
0.965,0.4585633379359083
0.965,0.9568350561151031
0.965,0.13045973661726412
0.965,0.38452643892491334
0.965,0.9021950193904793
0.965,0.2918655522934357
0.965,0.7659528760151021
0.965,0.6473175415804652
0.965,0.8634826808003498
0.965,0.40129924795815003
0.965,0.9189790606706111
0.965,0.24298238012894594
0.965,0.6671498310202837
0.965,0.8349811627304944
0.965,0.478167219801407
0.965,0.9627309457561438
0.965,0.11272826815181138
0.965,0.33465212708289405
0.965,0.8377063881675723
0.965,0.470973483462819
0.965,0.9609905395652587
0.965,0.11796671249036733
0.965,0.349501666402939
0.965,0.859134368768561
0.965,0.41325001328917393
0.965,0.9293839170152387
0.965,0.21233059121001266
0.965,0.5970222487575766
0.965,0.9205189778108043
0.965,0.2384615002853828
0.965,0.43885427813172856
0.965,0.1591872677708394
0.965,0.4627316425534718
0.965,0.9583933485563347
0.965,0.12577738544861797
0.965,0.3714657622346766
0.965,0.8873886076427522
0.965,0.3343197679444455
0.965,0.8372057550953206
0.965,0.4722976010528755
0.965,0.9613477736421694
0.965,0.11689175703085229
0.965,0.3464620528468718
0.965,0.8548988879012723
0.965,0.4248165545236487
0.965,0.9382069890413118
0.965,0.18615954760065162
0.965,0.5327416339956587
0.965,0.9598994758040683
0.965,0.12124891414877495
0.965,0.35875782009776697
0.965,0.8715480450622376
0.965,0.3789360752561096
0.965,0.8960419379816822
0.965,0.3095901660032975
0.965,0.7974337222825992
0.965,0.5734884364469589
0.965,0.9393961554355654
0.965,0.18262085397701425
0.965,0.5237638431377103
0.965,0.9623120035326572
0.965,0.11398955521823179
0.965,0.338235963150784
0.965,0.8430465939349859
0.965,0.4567774110264001
0.965,0.9561171728875768
0.965,0.13261578420511239
0.965,0.39051258530958555
0.965,0.9084751540042276
0.965,0.27366253707404586
0.965,0.7311519687990282
0.965,0.7215429137182907
0.965,0.7405549707740864
0.965,0.7023019269877202
0.965,0.776579098787553
0.965,0.6230694130793218
0.965,0.8937671215347107
0.965,0.31611408145571107
0.965,0.80840347915514
0.965,0.5464067494373479
0.965,0.9547625927614319
0.965,0.13668220318467086
0.965,0.40175379005678574
0.965,0.9193985981570914
0.965,0.2417512635658209
0.965,0.6644481767311117
0.965,0.8390570179932513
0.965,0.4673954190363634
0.965,0.9599420496855645
0.965,0.12112086737318847
0.965,0.3583974233753973
0.965,0.8710784290740224
0.965,0.3802450087450517
0.965,0.8975074777202389
0.965,0.3053787687331254
0.965,0.7901741905650385
0.965,0.5910379511642313
0.965,0.9258005827318573
0.965,0.22291405024077504
0.965,0.6218952566778956
0.965,0.8951032729087315
0.965,0.3122840860702703
0.965,0.802004330237771
0.965,0.5622856440159267
0.965,0.9465843603241835
0.965,0.16117786383411994
0.965,0.46801827005572316
0.965,0.9601332886576723
0.965,0.12054566329706459
0.965,0.35677775615644414
0.965,0.868954139924249
0.965,0.3861555357654645
0.965,0.9039358195491553
0.965,0.28683091012980144
0.965,0.7565733715994977
0.965,0.668122274424418
0.965,0.833499347166211
0.965,0.4820640692987274
0.965,0.9634684542076889
0.965,0.11050741757785194
0.965,0.3283290394938579
0.965,0.8280259489954755
0.965,0.49636668860056277
0.965,0.9649371366399073
0.965,0.10608303610498372
0.965,0.31568484363749927
0.965,0.8076921157565733
0.965,0.5481829594728705
0.965,0.9539654509484221
0.965,0.13907405272491366
0.965,0.4083353089907867
0.965,0.9252627452330916
0.965,0.22450016000551692
0.965,0.6255643258860129
0.965,0.8908876413559953
0.965,0.3243489092719528
0.965,0.8217646934648772
0.965,0.5125478558235326
0.965,0.9642503132024834
0.965,0.10815236717592042
0.965,0.32160641168447185
0.965,0.8173755682568903
0.965,0.33825357356730185
0.965,0.8430725715757889
0.965,0.45670803620318046
0.965,0.9560886790764032
0.965,0.13270134696944377
0.965,0.3907497777699508
0.965,0.9087173920838243
0.965,0.27295822901184474
0.965,0.7297566647465034
0.965,0.7243448231333648
0.965,0.7350801731279599
0.965,0.7135804044121454
0.965,0.755798700349717
0.965,0.6698148873796123
0.965,0.8309015867029724
0.965,0.48887034689389613
0.965,0.9644101846458714
0.965,0.10767073494147171
0.965,0.3202293842356031
0.965,0.8151488556753238
0.965,0.5294297813465489
0.965,0.9608784388957827
0.965,0.11830400480332832
0.965,0.3504545960334041
0.965,0.8604460949102406
0.965,0.4096529271566814
0.965,0.9263893017561475
0.965,0.22117715889653702
0.965,0.6178596823455933
0.965,0.8996026452334921
0.965,0.29934684325258054
0.965,0.7795358631902347
0.965,0.6161976805938824
0.965,0.9014136594776346
0.965,0.29412252709811887
0.965,0.7700955399174283
0.965,0.637948657369313
0.965,0.8757878455639073
0.965,0.3670817324683108
0.965,0.882082425432193
0.965,0.34936280750999643
0.965,0.8589425837745638
0.965,0.4137753498576583
0.965,0.9298113423066934
0.965,0.2110663583618859
0.965,0.5940064051786401
0.965,0.9232214781758527
0.965,0.2305140880809075
0.965,0.6393341866382952
0.965,0.8740156322105984
0.965,0.37204482554297574
0.965,0.8880769095372478
0.965,0.3323615342892308
0.965,0.8342375512580611
0.965,0.4801240552542966
0.965,0.9631193347073501
0.965,0.11155879171952776
0.965,0.3313244670391054
0.965,0.8326528153889486
0.965,0.4842855785316941
0.965,0.9638242752816241
0.965,0.10943572485375366
0.965,0.32527203682790834
0.965,0.8232283714579747
0.965,0.5087827562087137
0.965,0.9646326913417068
0.965,0.10700036118444207
0.965,0.31831150903424205
0.965,0.812022158558777
0.965,0.5373291719136389
0.965,0.8876043875841575
0.965,0.3337060371660026
0.965,0.836278893001783
0.965,0.47474595979952683
0.965,0.9619644948057373
0.965,0.1150356315255037
0.965,0.3412042705024934
0.965,0.8473887297634413
0.965,0.4451395962683801
0.965,0.9507031696088125
0.965,0.14885338263596531
0.965,0.4350007442762372
0.965,0.9449504698116676
0.965,0.16605950136054906
0.965,0.48090502611956526
0.965,0.9632641789227671
0.965,0.11112260926328497
0.965,0.33008219410842315
0.965,0.8307428726763735
0.965,0.4892851356690472
0.965,0.9644533247566741
0.965,0.10754076543425992
0.965,0.3198576646337031
0.965,0.8145451524941912
0.965,0.5309589999972022
0.965,0.9604393312539559
0.965,0.1196250651378026
0.965,0.35418310148883503
0.965,0.8655042312000181
0.965,0.39571764549535404
0.965,0.9136747782327804
0.965,0.2585104726129747
0.965,0.7003558211539768
0.965,0.7800668559032747
0.965,0.6149579667409462
0.965,0.9027485250309659
0.965,0.29026567445071766
0.965,0.7629929740880446
0.965,0.6539444757710927
0.965,0.8543265009953485
0.965,0.42637394392995653
0.965,0.9393005988389708
0.965,0.18290530390263127
0.965,0.5244879100041334
0.965,0.9621457875246802
0.965,0.11448991832144084
0.965,0.33965623267879225
0.965,0.8451333802503129
0.965,0.45119487122619384
0.965,0.9536792028117893
0.965,0.13993273737343928
0.965,0.4106924986004759
0.965,0.9272669283481962
0.965,0.2185865038866698
0.965,0.6118062874597008
0.965,0.9060804019773893
0.965,0.28061669385026344
0.965,0.744735605765978
0.965,0.693549445256392
0.965,0.7920348881574871
0.965,0.5865687547957834
0.965,0.9295316573295076
0.965,0.2118936500520488
0.965,0.5959809826237422
0.965,0.921461409605915
0.965,0.2356919547502202
0.965,0.6510071050275994
0.965,0.858430881352069
0.965,0.41517626721259226
0.965,0.9309387740922932
0.965,0.2077298357100338
0.965,0.5860022161272183
0.965,0.9299915563481536
0.965,0.2105332094753835
0.965,0.592731759974499
0.965,0.9243387873231813
0.965,0.22722345938168628
0.965,0.631827720150311
0.965,0.8834180361911292
0.965,0.34558532652997437
0.965,0.8536627309748667
0.965,0.4281782479832803
0.965,0.9405394769279962
0.965,0.1792161806476734
0.965,0.5150649524888152
0.965,0.9639194334277651
0.965,0.10914909607759822
0.965,0.32445380209047586
0.965,0.8219313560412358
0.965,0.5121196857459989
0.965,0.9643005972853543
0.965,0.10800088317470842
0.965,0.32117338528764316
0.965,0.8166769928319545
0.965,0.5255504137766447
0.965,0.9618928677261569
0.965,0.11525122750029992
0.965,0.3418155806963222
0.965,0.8482738357889867
0.965,0.4427570966349864
0.965,0.9494378491114336
0.965,0.15264227786621648
0.965,0.4452229993056237
0.965,0.9507464996152524
0.965,0.14872359260195234
0.965,0.4346494770100521
0.965,0.9447339457205787
0.965,0.16670609317707302
0.965,0.4826035095993645
0.965,0.9635591716544499
0.965,0.11023419997746726
0.965,0.32755003859113674
0.965,0.826810639611679
0.965,0.49952266892507113
0.965,0.3151514833645744
0.965,0.8068061470208341
0.965,0.550391313897441
0.965,0.9529329469037445
0.965,0.1421708154797162
0.965,0.41682219464371867
0.965,0.9322403454064232
0.965,0.20387472617136307
0.965,0.5766738410473302
0.965,0.937139391744096
0.965,0.1893342668334937
0.965,0.5407400098690508
0.965,0.957106922055192
0.965,0.12964305687420247
0.965,0.38225435127945323
0.965,0.899727687137728
0.965,0.29898643860246255
0.965,0.7788913275995921
0.965,0.6177001798455086
0.965,0.8997775131682438
0.965,0.2988428136227836
0.965,0.7786341952076108
0.965,0.6182988836938967
0.965,0.8991199668765509
0.965,0.3007376192522053
0.965,0.7820137039697951
0.965,0.610398028594045
0.965,0.90754048465172
0.965,0.27637860229463035
0.965,0.7364991834378518
0.965,0.7106772733761397
0.965,0.7612394123581289
0.965,0.6578438946256343
0.965,0.8487655193060228
0.965,0.4414321186751231
0.965,0.9487111470371563
0.965,0.1548172391924246
0.965,0.45106253327658014
0.965,0.9536178467120967
0.965,0.1401167781589853
0.965,0.41119732369836903
0.965,0.9276895445856504
0.965,0.21733839432376958
0.965,0.6088754306821664
0.965,0.9090991276841587
0.965,0.2718480107353012
0.965,0.7275499603162974
0.965,0.7287476719595688
0.965,0.7263623127351059
0.965,0.7311027997454086
0.965,0.7216418860624435
0.965,0.7403625586714602
0.965,0.7027018519268595
0.965,0.775858764505051
0.965,0.6247354000625873
0.965,0.8918504183363098
0.965,0.8173627374463808
0.965,0.5238056225186565
0.965,0.11401802002856469
0.965,0.3383167823348729
0.965,0.8431657914248689
0.965,0.4564590620538853
0.965,0.9559860458034707
0.965,0.1330095309197575
0.965,0.3916038745105926
0.965,0.909585476723961
0.965,0.2704329744691865
0.965,0.7247245643715455
0.965,0.7343337846614958
0.965,0.7151017412255916
0.965,0.7529224532347137
0.965,0.6760645360854011
0.965,0.8211069076491683
0.965,0.514236389716345
0.965,0.9640350064641171
0.965,0.10880096186753234
0.965,0.3234596349864844
0.965,0.8203481559358924
0.965,0.5161813747868363
0.965,0.9637533792004518
0.965,0.10964926676215606
0.965,0.32588146020794606
0.965,0.8241908578747554
0.965,0.5063010314115969
0.965,0.9648109371629002
0.965,0.10646329996742479
0.965,0.3167740092386123
0.965,0.8094942904971578
0.965,0.5436777946037615
0.965,0.9559293810104252
0.965,0.13317967624778387
0.965,0.39207525569594437
0.965,0.9100617737990799
0.965,0.26904657255869535
0.965,0.7219424518184129
0.965,0.739777790214114
0.965,0.7039157056007437
0.965,0.7736649079015085
0.965,0.6297895990882754
0.965,0.8858863447181644
0.965,0.3385882964931226
0.965,0.8435658404167939
0.965,0.45539015591932996
0.965,0.9555387715335121
0.965,0.13435243011002762
0.965,0.3953212715302367
0.965,0.9132873948378272
0.965,0.2596417627227779
0.965,0.7758425777244102
0.965,0.624772800077983
0.965,0.8918071093745488
0.965,0.3217222381294523
0.965,0.8175621677213551
0.965,0.5232977405000632
0.965,0.11367537134056266
0.965,0.33734373182777067
0.965,0.8417270618616971
0.965,0.46029728719931323
0.965,0.9575032278874901
0.965,0.12845239298459923
0.965,0.573504865474518
0.965,0.9393847571207771
0.965,0.1826547849934435
0.965,0.5238502364719924
0.965,0.9622924327713825
0.965,0.11404847105756834
0.965,0.3384032379279855
0.965,0.8432932416905584
0.965,0.4561186010147471
0.965,0.9558447526680759
0.965,0.13343377885535712
0.965,0.39277902872454995
0.965,0.9107691717189891
0.965,0.2669863732568859
0.965,0.7177829390902277
0.965,0.7478115419963115
0.965,0.6870332575317855
0.965,0.803153441389531
0.965,0.5594507858629738
0.965,0.9482177790582995
0.965,0.15629339099951622
0.965,0.45501385980941794
0.965,0.9553787491660881
0.965,0.13483281801801447
0.965,0.39664937016173024
0.965,0.9145797891281192
0.965,0.2558660465107233
0.965,0.6948164560180252
0.965,0.7898343012251209
0.965,0.5918521519217695
0.965,0.9251011784360131
0.965,0.2249765036122332
0.965,0.6266631993008112
0.965,0.8896020147142607
0.965,0.3280170539968813
0.965,0.8275398193483358
0.965,0.4976299668914234
0.965,0.10597421267803844
0.965,0.3153730646326118
0.965,0.8071744925184434
0.965,0.5494736974633014
0.965,0.9533675460232822
0.965,0.1408675139734777
0.965,0.21231814401544008
0.965,0.5969926016434001
0.965,0.9205459471832339
0.965,0.23838227372129428
0.965,0.6570043177944332
0.965,0.8499736330627489
0.965,0.43817205333442943
0.965,0.9468531670541668
0.965,0.16037432939237156
0.965,0.465886433629851
0.965,0.9594634962983124
0.965,0.12256005694054577
0.965,0.3624447733400366
0.965,0.8762880545318587
0.965,0.36567882880677305
0.965,0.880349042424911
0.965,0.3542561184740071
0.965,0.8656021036384086
0.965,0.3954470078773968
0.965,0.9134104326216922
0.965,0.259282492508078
0.965,0.7019638975233736
0.965,0.7771869926549145
0.965,0.6216609950092485
0.965,0.8953683981736835
0.965,0.3115234644892599
0.965,0.8007196362778835
0.965,0.5654463075063682
0.965,0.9446747036965886
0.965,0.1668829903547101
0.965,0.48306784087714
0.965,0.9636350418483475
0.965,0.11000569160489301
0.965,0.32689832776871847
0.965,0.8257901091858006
0.965,0.502167214150229
0.965,0.10596100771516896
0.965,0.31533522991921686
0.965,0.8071116256902789
0.965,0.5496303624115765
0.965,0.9532939075425567
0.965,0.1410883639426518
0.965,0.413860107631552
0.965,0.9298800658417588
0.965,0.21086305322890345
0.965,0.5935205423705723
0.965,0.9236491154069187
0.965,0.22925497106418363
0.965,0.6364699597676728
0.965,0.8776609241860946
0.965,0.3618238002644186
0.965,0.8754979368112044
0.965,0.36789440603277934
0.965,0.8830787035413027
0.965,0.3465456333994493
0.965,0.8550163954266874
0.965,0.4244966619044811
0.965,0.9379795769638518
