lambda,size
0.834394,4
0.834395,4
0.834396,4
0.834397,4
0.834398,4
0.834399,4
0.8344,4
0.834401,4
0.834402,4
0.834403,4
0.834404,4
0.834405,4
0.834406,4
0.834407,4
0.834408,4
0.834409,4
0.83441,4
0.834411,4
0.834412,4
0.834413,4
0.834414,4
0.834415,4
0.834416,4
0.834417,4
0.834418,4
0.834419,4
0.83442,4
0.834421,4
0.834422,4
0.834423,4
0.834424,4
0.834425,4
0.834426,4
0.834427,4
0.834428,4
0.834429,4
0.83443,4
0.834431,4
0.834432,4
0.834433,4
0.834434,4
0.834435,4
0.834436,4
0.834437,4
0.834438,4
0.834439,4
0.83444,4
0.834441,4
0.834442,4
0.834443,4
0.834444,4
0.834445,4
0.834446,4
0.834447,4
0.834448,4
0.834449,4
0.83445,4
0.834451,4
0.834452,4
0.834453,4
0.834454,4
0.834455,4
0.834456,4
0.834457,4
0.834458,4
0.834459,4
0.83446,4
0.834461,4
0.834462,4
0.834463,4
0.834464,4
0.834465,4
0.834466,4
0.834467,4
0.834468,4
0.834469,4
0.83447,4
0.834471,4
0.834472,4
0.834473,4
0.834474,4
0.834475,4
0.834476,4
0.834477,4
0.834478,4
0.834479,4
0.83448,4
0.834481,4
0.834482,4
0.834483,4
0.834484,4
0.834485,4
0.834486,4
0.834487,4
0.834488,4
0.834489,4
0.83449,4
0.834491,4
0.834492,4
0.834493,4
0.834494,4
0.834495,4
0.834496,4
0.834497,4
0.834498,4
0.834499,4
0.8345,4
0.834501,4
0.834502,4
0.834503,4
0.834504,4
0.834505,4
0.834506,4
0.834507,4
0.834508,4
0.834509,4
0.83451,4
0.834511,4
0.834512,4
0.834513,4
0.834514,4
0.834515,4
0.834516,4
0.834517,4
0.834518,4
0.834519,4
0.83452,4
0.834521,4
0.834522,4
0.834523,4
0.834524,4
0.834525,4
0.834526,4
0.834527,4
0.834528,4
0.834529,4
0.83453,4
0.834531,4
0.834532,4
0.834533,4
0.834534,4
0.834535,4
0.834536,4
0.834537,4
0.834538,4
0.834539,4
0.83454,4
0.834541,4
0.834542,4
0.834543,4
0.834544,4
0.834545,4
0.834546,4
0.834547,4
0.834548,4
0.834549,4
0.83455,4
0.834551,4
0.834552,4
0.834553,4
0.834554,4
0.834555,4
0.834556,4
0.834557,4
0.834558,4
0.834559,4
0.83456,4
0.834561,4
0.834562,4
0.834563,4
0.834564,4
0.834565,4
0.834566,4
0.834567,4
0.834568,4
0.834569,4
0.83457,4
0.834571,4
0.834572,4
0.834573,4
0.834574,4
0.834575,4
0.834576,4
0.834577,4
0.834578,4
0.834579,4
0.83458,4
0.834581,4
0.834582,4
0.834583,4
0.834584,4
0.834585,4
0.834586,4
0.834587,4
0.834588,4
0.834589,4
0.83459,4
0.834591,4
0.834592,4
0.834593,4
0.834594,4
0.834595,4
0.834596,4
0.834597,4
0.834598,4
0.834599,4
0.8346,4
0.834601,4
0.834602,4
0.834603,4
0.834604,4
0.834605,4
0.834606,4
0.834607,4
0.834608,4
0.834609,4
0.83461,4
0.834611,4
0.834612,4
0.834613,4
0.834614,4
0.834615,4
0.834616,4
0.834617,4
0.834618,4
0.834619,4
0.83462,4
0.834621,4
0.834622,4
0.834623,4
0.834624,4
0.834625,4
0.834626,4
0.834627,4
0.834628,4
0.834629,4
0.83463,4
0.834631,4
0.834632,4
0.834633,4
0.834634,4
0.834635,4
0.834636,4
0.834637,4
0.834638,4
0.834639,4
0.83464,4
0.834641,4
0.834642,4
0.834643,4
0.834644,4
0.834645,4
0.834646,4
0.834647,4
0.834648,4
0.834649,4
0.83465,4
0.834651,4
0.834652,4
0.834653,4
0.834654,4
0.834655,4
0.834656,4
0.834657,4
0.834658,4
0.834659,4
0.83466,4
0.834661,4
0.834662,4
0.834663,4
0.834664,4
0.834665,4
0.834666,4
0.834667,4
0.834668,4
0.834669,4
0.83467,4
0.834671,4
0.834672,4
0.834673,4
0.834674,4
0.834675,4
0.834676,4
0.834677,4
0.834678,4
0.834679,4
0.83468,4
0.834681,4
0.834682,4
0.834683,4
0.834684,4
0.834685,4
0.834686,4
0.834687,4
0.834688,4
0.834689,4
0.83469,4
0.834691,4
0.834692,4
0.834693,4
0.834694,4
0.834695,4
0.834696,4
0.834697,4
0.834698,4
0.834699,4
0.8347,4
0.834701,4
0.834702,4
0.834703,4
0.834704,4
0.834705,4
0.834706,4
0.834707,4
0.834708,4
0.834709,4
0.83471,4
0.834711,4
0.834712,4
0.834713,4
0.834714,4
0.834715,4
0.834716,4
0.834717,4
0.834718,4
0.834719,4
0.83472,4
0.834721,4
0.834722,4
0.834723,4
0.834724,4
0.834725,4
0.834726,4
0.834727,4
0.834728,4
0.834729,4
0.83473,4
0.834731,4
0.834732,4
0.834733,4
0.834734,4
0.834735,4
0.834736,4
0.834737,4
0.834738,4
0.834739,4
0.83474,4
0.834741,4
0.834742,4
0.834743,4
0.834744,4
0.834745,4
0.834746,4
0.834747,4
0.834748,4
0.834749,4
0.83475,4
0.834751,4
0.834752,4
0.834753,4
0.834754,4
0.834755,4
0.834756,4
0.834757,4
0.834758,4
0.834759,4
0.83476,4
0.834761,4
0.834762,4
0.834763,4
0.834764,4
0.834765,4
0.834766,4
0.834767,4
0.834768,4
0.834769,4
0.83477,4
0.834771,4
0.834772,4
0.834773,4
0.834774,4
0.834775,4
0.834776,4
0.834777,4
0.834778,4
0.834779,4
0.83478,4
0.834781,4
0.834782,4
0.834783,4
0.834784,4
0.834785,4
0.834786,4
0.834787,4
0.834788,4
0.834789,4
0.83479,4
0.834791,4
0.834792,4
0.834793,4
0.834794,4
0.834795,4
0.834796,4
0.834797,4
0.834798,4
0.834799,4
0.8348,4
0.834801,4
0.834802,4
0.834803,4
0.834804,4
0.834805,4
0.834806,4
0.834807,4
0.834808,4
0.834809,4
0.83481,4
0.834811,4
0.834812,4
0.834813,4
0.834814,4
0.834815,4
0.834816,4
0.834817,4
0.834818,4
0.834819,4
0.83482,4
0.834821,4
0.834822,4
0.834823,4
0.834824,4
0.834825,4
0.834826,4
0.834827,4
0.834828,4
0.834829,4
0.83483,4
0.834831,4
0.834832,4
0.834833,4
0.834834,4
0.834835,4
0.834836,4
0.834837,4
0.834838,4
0.834839,4
0.83484,4
0.834841,4
0.834842,4
0.834843,4
0.834844,4
0.834845,4
0.834846,4
0.834847,4
0.834848,4
0.834849,4
0.83485,4
0.834851,4
0.834852,4
0.834853,4
0.834854,4
0.834855,4
0.834856,4
0.834857,4
0.834858,4
0.834859,4
0.83486,4
0.834861,4
0.834862,4
0.834863,4
0.834864,4
0.834865,4
0.834866,4
0.834867,4
0.834868,4
0.834869,4
0.83487,4
0.834871,4
0.834872,4
0.834873,4
0.834874,4
0.834875,4
0.834876,4
0.834877,4
0.834878,4
0.834879,4
0.83488,4
0.834881,4
0.834882,4
0.834883,4
0.834884,4
0.834885,4
0.834886,4
0.834887,4
0.834888,4
0.834889,4
0.83489,4
0.834891,4
0.834892,4
0.834893,4
0.834894,4
0.834895,4
0.834896,4
0.834897,4
0.834898,4
0.834899,4
0.8349,4
0.834901,4
0.834902,4
0.834903,4
0.834904,4
0.834905,4
0.834906,4
0.834907,4
0.834908,4
0.834909,4
0.83491,4
0.834911,4
0.834912,4
0.834913,4
0.834914,4
0.834915,4
0.834916,4
0.834917,4
0.834918,4
0.834919,4
0.83492,4
0.834921,4
0.834922,4
0.834923,4
0.834924,4
0.834925,4
0.834926,4
0.834927,4
0.834928,4
0.834929,4
0.83493,4
0.834931,4
0.834932,4
0.834933,4
0.834934,4
0.834935,4
0.834936,4
0.834937,4
0.834938,4
0.834939,4
0.83494,4
0.834941,4
0.834942,4
0.834943,4
0.834944,4
0.834945,4
0.834946,4
0.834947,4
0.834948,4
0.834949,4
0.83495,4
0.834951,4
0.834952,4
0.834953,4
0.834954,4
0.834955,4
0.834956,4
0.834957,4
0.834958,4
0.834959,4
0.83496,4
0.834961,4
0.834962,4
0.834963,4
0.834964,4
0.834965,4
0.834966,4
0.834967,4
0.834968,4
0.834969,4
0.83497,4
0.834971,4
0.834972,4
0.834973,4
0.834974,4
0.834975,4
0.834976,4
0.834977,4
0.834978,4
0.834979,4
0.83498,4
0.834981,4
0.834982,4
0.834983,4
0.834984,4
0.834985,4
0.834986,4
0.834987,4
0.834988,4
0.834989,4
0.83499,4
0.834991,4
0.834992,4
0.834993,4
0.834994,4
0.834995,4
0.834996,4
0.834997,4
0.834998,4
0.834999,4
0.835,4
0.85,4
0.850001,4
0.850002,4
0.850003,4
0.850004,4
0.850005,4
0.850006,4
0.850007,4
0.850008,4
0.850009,4
0.85001,4
0.850011,4
0.850012,4
0.850013,4
0.850014,4
0.850015,4
0.850016,4
0.850017,4
0.850018,4
0.850019,4
0.85002,4
0.850021,4
0.850022,4
0.850023,4
0.850024,4
0.850025,4
0.850026,4
0.850027,4
0.850028,4
0.850029,4
0.85003,4
0.850031,4
0.850032,4
0.850033,4
0.850034,4
0.850035,4
0.850036,4
0.850037,4
0.850038,4
0.850039,4
0.85004,4
0.850041,4
0.850042,4
0.850043,4
0.850044,4
0.850045,4
0.850046,4
0.850047,4
0.850048,4
0.850049,4
0.85005,4
0.850051,4
0.850052,4
0.850053,4
0.850054,4
0.850055,4
0.850056,4
0.850057,4
0.850058,4
0.850059,4
0.85006,4
0.850061,4
0.850062,4
0.850063,4
0.850064,4
0.850065,4
0.850066,4
0.850067,4
0.850068,4
0.850069,4
0.85007,4
0.850071,4
0.850072,4
0.850073,4
0.850074,4
0.850075,4
0.850076,4
0.850077,4
0.850078,4
0.850079,4
0.85008,4
0.850081,4
0.850082,4
0.850083,4
0.850084,4
0.850085,4
0.850086,4
0.850087,4
0.850088,4
0.850089,4
0.85009,4
0.850091,4
0.850092,4
0.850093,4
0.850094,4
0.850095,4
0.850096,4
0.850097,4
0.850098,4
0.850099,4
0.8501,4
0.850101,4
0.850102,4
0.850103,4
0.850104,4
0.850105,4
0.850106,4
0.850107,4
0.850108,4
0.850109,4
0.85011,4
0.850111,4
0.850112,4
0.850113,4
0.850114,4
0.850115,4
0.850116,4
0.850117,4
0.850118,4
0.850119,4
0.85012,4
0.850121,4
0.850122,4
0.850123,4
0.850124,4
0.850125,4
0.850126,4
0.850127,4
0.850128,4
0.850129,4
0.85013,4
0.850131,4
0.850132,4
0.850133,4
0.850134,4
0.850135,4
0.850136,4
0.850137,4
0.850138,4
0.850139,4
0.85014,4
0.850141,4
0.850142,4
0.850143,4
0.850144,4
0.850145,4
0.850146,4
0.850147,4
0.850148,4
0.850149,4
0.85015,4
0.850151,4
0.850152,4
0.850153,4
0.850154,4
0.850155,4
0.850156,4
0.850157,4
0.850158,4
0.850159,4
0.85016,4
0.850161,4
0.850162,4
0.850163,4
0.850164,4
0.850165,4
0.850166,4
0.850167,4
0.850168,4
0.850169,4
0.85017,4
0.850171,4
0.850172,4
0.850173,4
0.850174,4
0.850175,4
0.850176,4
0.850177,4
0.850178,4
0.850179,4
0.85018,4
0.850181,4
0.850182,4
0.850183,4
0.850184,4
0.850185,4
0.850186,4
0.850187,4
0.850188,4
0.850189,4
0.85019,4
0.850191,4
0.850192,4
0.850193,4
0.850194,4
0.850195,4
0.850196,4
0.850197,4
0.850198,4
0.850199,4
0.8502,4
0.850201,4
0.850202,4
0.850203,4
0.850204,4
0.850205,4
0.850206,4
0.850207,4
0.850208,4
0.850209,4
0.85021,4
0.850211,4
0.850212,4
0.850213,4
0.850214,4
0.850215,4
0.850216,4
0.850217,4
0.850218,4
0.850219,4
0.85022,4
0.850221,4
0.850222,4
0.850223,4
0.850224,4
0.850225,4
0.850226,4
0.850227,4
0.850228,4
0.850229,4
0.85023,4
0.850231,4
0.850232,4
0.850233,4
0.850234,4
0.850235,4
0.850236,4
0.850237,4
0.850238,4
0.850239,4
0.85024,4
0.850241,4
0.850242,4
0.850243,4
0.850244,4
0.850245,4
0.850246,4
0.850247,4
0.850248,4
0.850249,4
0.85025,4
0.850251,4
0.850252,4
0.850253,4
0.850254,4
0.850255,4
0.850256,4
0.850257,4
0.850258,4
0.850259,4
0.85026,4
0.850261,4
0.850262,4
0.850263,4
0.850264,4
0.850265,4
0.850266,4
0.850267,4
0.850268,4
0.850269,4
0.85027,4
0.850271,4
0.850272,4
0.850273,4
0.850274,4
0.850275,4
0.850276,4
0.850277,4
0.850278,4
0.850279,4
0.85028,4
0.850281,4
0.850282,4
0.850283,4
0.850284,4
0.850285,4
0.850286,4
0.850287,4
0.850288,4
0.850289,4
0.85029,4
0.850291,4
0.850292,4
0.850293,4
0.850294,4
0.850295,4
0.850296,4
0.850297,4
0.850298,4
0.850299,4
0.8503,4
0.850301,4
0.850302,4
0.850303,4
0.850304,4
0.850305,4
0.850306,4
0.850307,4
0.850308,4
0.850309,4
0.85031,4
0.850311,4
0.850312,4
0.850313,4
0.850314,4
0.850315,4
0.850316,4
0.850317,4
0.850318,4
0.850319,4
0.85032,4
0.850321,4
0.850322,4
0.850323,4
0.850324,4
0.850325,4
0.850326,4
0.850327,4
0.850328,4
0.850329,4
0.85033,4
0.850331,4
0.850332,4
0.850333,4
0.850334,4
0.850335,4
0.850336,4
0.850337,4
0.850338,4
0.850339,4
0.85034,4
0.850341,4
0.850342,4
0.850343,4
0.850344,4
0.850345,4
0.850346,4
0.850347,4
0.850348,4
0.850349,4
0.85035,4
0.850351,4
0.850352,4
0.850353,4
0.850354,4
0.850355,4
0.850356,4
0.850357,4
0.850358,4
0.850359,4
0.85036,4
0.850361,4
0.850362,4
0.850363,4
0.850364,4
0.850365,4
0.850366,4
0.850367,4
0.850368,4
0.850369,4
0.85037,4
0.850371,4
0.850372,4
0.850373,4
0.850374,4
0.850375,4
0.850376,4
0.850377,4
0.850378,4
0.850379,4
0.85038,4
0.850381,4
0.850382,4
0.850383,4
0.850384,4
0.850385,4
0.850386,4
0.850387,4
0.850388,4
0.850389,4
0.85039,4
0.850391,4
0.850392,4
0.850393,4
0.850394,4
0.850395,4
0.850396,4
0.850397,4
0.850398,4
0.850399,4
0.8504,4
0.850401,4
0.850402,4
0.850403,4
0.850404,4
0.850405,4
0.850406,4
0.850407,4
0.850408,4
0.850409,4
0.85041,4
0.850411,4
0.850412,4
0.850413,4
0.850414,4
0.850415,4
0.850416,4
0.850417,4
0.850418,4
0.850419,4
0.85042,4
0.850421,4
0.850422,4
0.850423,4
0.850424,4
0.850425,4
0.850426,4
0.850427,4
0.850428,4
0.850429,4
0.85043,4
0.850431,4
0.850432,4
0.850433,4
0.850434,4
0.850435,4
0.850436,4
0.850437,4
0.850438,4
0.850439,4
0.85044,4
0.850441,4
0.850442,4
0.850443,4
0.850444,4
0.850445,4
0.850446,4
0.850447,4
0.850448,4
0.850449,4
0.85045,4
0.850451,4
0.850452,4
0.850453,4
0.850454,4
0.850455,4
0.850456,4
0.850457,4
0.850458,4
0.850459,4
0.85046,4
0.850461,4
0.850462,4
0.850463,4
0.850464,4
0.850465,4
0.850466,4
0.850467,4
0.850468,4
0.850469,4
0.85047,4
0.850471,4
0.850472,4
0.850473,4
0.850474,4
0.850475,4
0.850476,4
0.850477,4
0.850478,4
0.850479,4
0.85048,4
0.850481,4
0.850482,4
0.850483,4
0.850484,4
0.850485,4
0.850486,4
0.850487,4
0.850488,4
0.850489,4
0.85049,4
0.850491,4
0.850492,4
0.850493,4
0.850494,4
0.850495,4
0.850496,4
0.850497,4
0.850498,4
0.850499,4
0.8505,4
0.850501,4
0.850502,4
0.850503,4
0.850504,4
0.850505,4
0.850506,4
0.850507,4
0.850508,4
0.850509,4
0.85051,4
0.850511,4
0.850512,4
0.850513,4
0.850514,4
0.850515,4
0.850516,4
0.850517,4
0.850518,4
0.850519,4
0.85052,4
0.850521,4
0.850522,4
0.850523,4
0.850524,4
0.850525,4
0.850526,4
0.850527,4
0.850528,4
0.850529,4
0.85053,4
0.850531,4
0.850532,4
0.850533,4
0.850534,4
0.850535,4
0.850536,4
0.850537,4
0.850538,4
0.850539,4
0.85054,4
0.850541,4
0.850542,4
0.850543,4
0.850544,4
0.850545,4
0.850546,4
0.850547,4
0.850548,4
0.850549,4
0.85055,4
0.850551,4
0.850552,4
0.850553,4
0.850554,4
0.850555,4
0.850556,4
0.850557,4
0.850558,4
0.850559,4
0.85056,4
0.850561,4
0.850562,4
0.850563,4
0.850564,4
0.850565,4
0.850566,4
0.850567,4
0.850568,4
0.850569,4
0.85057,4
0.850571,4
0.850572,4
0.850573,4
0.850574,4
0.850575,4
0.850576,4
0.850577,4
0.850578,4
0.850579,4
0.85058,4
0.850581,4
0.850582,4
0.850583,4
0.850584,4
0.850585,4
0.850586,4
0.850587,4
0.850588,4
0.850589,4
0.85059,4
0.850591,4
0.850592,4
0.850593,4
0.850594,4
0.850595,4
0.850596,4
0.850597,4
0.850598,4
0.850599,4
0.8506,4
0.850601,4
0.850602,4
0.850603,4
0.850604,4
0.850605,4
0.850606,4
0.850607,4
0.850608,4
0.850609,4
0.85061,4
0.850611,4
0.850612,4
0.850613,4
0.850614,4
0.850615,4
0.850616,4
0.850617,4
0.850618,4
0.850619,4
0.85062,4
0.850621,4
0.850622,4
0.850623,4
0.850624,4
0.850625,4
0.850626,4
0.850627,4
0.850628,4
0.850629,4
0.85063,4
0.850631,4
0.850632,4
0.850633,4
0.850634,4
0.850635,4
0.850636,4
0.850637,4
0.850638,4
0.850639,4
0.85064,4
0.850641,4
0.850642,4
0.850643,4
0.850644,4
0.850645,4
0.850646,4
0.850647,4
0.850648,4
0.850649,4
0.85065,4
0.850651,4
0.850652,4
0.850653,4
0.850654,4
0.850655,4
0.850656,4
0.850657,4
0.850658,4
0.850659,4
0.85066,4
0.850661,4
0.850662,4
0.850663,4
0.850664,4
0.850665,4
0.850666,4
0.850667,4
0.850668,4
0.850669,4
0.85067,4
0.850671,4
0.850672,4
0.850673,4
0.850674,4
0.850675,4
0.850676,4
0.850677,4
0.850678,4
0.850679,4
0.85068,4
0.850681,4
0.850682,4
0.850683,4
0.850684,4
0.850685,4
0.850686,4
0.850687,4
0.850688,4
0.850689,4
0.85069,4
0.850691,4
0.850692,4
0.850693,4
0.850694,4
0.850695,4
0.850696,4
0.850697,4
0.850698,4
0.850699,4
0.8507,4
0.850701,4
0.850702,4
0.850703,4
0.850704,4
0.850705,4
0.850706,4
0.850707,4
0.850708,4
0.850709,4
0.85071,4
0.850711,4
0.850712,4
0.850713,4
0.850714,4
0.850715,4
0.850716,4
0.850717,4
0.850718,4
0.850719,4
0.85072,4
0.850721,4
0.850722,4
0.850723,4
0.850724,4
0.850725,4
0.850726,4
0.850727,4
0.850728,4
0.850729,4
0.85073,4
0.850731,4
0.850732,4
0.850733,4
0.850734,4
0.850735,4
0.850736,4
0.850737,4
0.850738,4
0.850739,4
0.85074,4
0.850741,4
0.850742,4
0.850743,4
0.850744,4
0.850745,4
0.850746,4
0.850747,4
0.850748,4
0.850749,4
0.85075,4
0.850751,4
0.850752,4
0.850753,4
0.850754,4
0.850755,4
0.850756,4
0.850757,4
0.850758,4
0.850759,4
0.85076,4
0.850761,4
0.850762,4
0.850763,4
0.850764,4
0.850765,4
0.850766,4
0.850767,4
0.850768,4
0.850769,4
0.85077,4
0.850771,4
0.850772,4
0.850773,4
0.850774,4
0.850775,4
0.850776,4
0.850777,4
0.850778,4
0.850779,4
0.85078,4
0.850781,4
0.850782,4
0.850783,4
0.850784,4
0.850785,4
0.850786,4
0.850787,4
0.850788,4
0.850789,4
0.85079,4
0.850791,4
0.850792,4
0.850793,4
0.850794,4
0.850795,4
0.850796,4
0.850797,4
0.850798,4
0.850799,4
0.8508,4
0.850801,4
0.850802,4
0.850803,4
0.850804,4
0.850805,4
0.850806,4
0.850807,4
0.850808,4
0.850809,4
0.85081,4
0.850811,4
0.850812,4
0.850813,4
0.850814,4
0.850815,4
0.850816,4
0.850817,4
0.850818,4
0.850819,4
0.85082,4
0.850821,4
0.850822,4
0.850823,4
0.850824,4
0.850825,4
0.850826,4
0.850827,4
0.850828,4
0.850829,4
0.85083,4
0.850831,4
0.850832,4
0.850833,4
0.850834,4
0.850835,4
0.850836,4
0.850837,4
0.850838,4
0.850839,4
0.85084,4
0.850841,4
0.850842,4
0.850843,4
0.850844,4
0.850845,4
0.850846,4
0.850847,4
0.850848,4
0.850849,4
0.85085,4
0.850851,4
0.850852,4
0.850853,4
0.850854,4
0.850855,4
0.850856,4
0.850857,4
0.850858,4
0.850859,4
0.85086,4
0.850861,4
0.850862,4
0.850863,4
0.850864,4
0.850865,4
0.850866,4
0.850867,4
0.850868,4
0.850869,4
0.85087,4
0.850871,4
0.850872,4
0.850873,4
0.850874,4
0.850875,4
0.850876,4
0.850877,4
0.850878,4
0.850879,4
0.85088,4
0.850881,4
0.850882,4
0.850883,4
0.850884,4
0.850885,4
0.850886,4
0.850887,4
0.850888,4
0.850889,4
0.85089,4
0.850891,4
0.850892,4
0.850893,4
0.850894,4
0.850895,4
0.850896,4
0.850897,4
0.850898,4
0.850899,4
0.8509,4
0.850901,4
0.850902,4
0.850903,4
0.850904,4
0.850905,4
0.850906,4
0.850907,4
0.850908,4
0.850909,4
0.85091,4
0.850911,4
0.850912,4
0.850913,4
0.850914,4
0.850915,4
0.850916,4
0.850917,4
0.850918,4
0.850919,4
0.85092,4
0.850921,4
0.850922,4
0.850923,4
0.850924,4
0.850925,4
0.850926,4
0.850927,4
0.850928,4
0.850929,4
0.85093,4
0.850931,4
0.850932,4
0.850933,4
0.850934,4
0.850935,4
0.850936,4
0.850937,4
0.850938,4
0.850939,4
0.85094,4
0.850941,4
0.850942,4
0.850943,4
0.850944,4
0.850945,4
0.850946,4
0.850947,4
0.850948,4
0.850949,4
0.85095,4
0.850951,4
0.850952,4
0.850953,4
0.850954,4
0.850955,4
0.850956,4
0.850957,4
0.850958,4
0.850959,4
0.85096,4
0.850961,4
0.850962,4
0.850963,4
0.850964,4
0.850965,4
0.850966,4
0.850967,4
0.850968,4
0.850969,4
0.85097,4
0.850971,4
0.850972,4
0.850973,4
0.850974,4
0.850975,4
0.850976,4
0.850977,4
0.850978,4
0.850979,4
0.85098,4
0.850981,4
0.850982,4
0.850983,4
0.850984,4
0.850985,4
0.850986,4
0.850987,4
0.850988,4
0.850989,4
0.85099,4
0.850991,4
0.850992,4
0.850993,4
0.850994,4
0.850995,4
0.850996,4
0.850997,4
0.850998,4
0.850999,4
0.851,4
0.851001,4
0.851002,4
0.851003,4
0.851004,4
0.851005,4
0.851006,4
0.851007,4
0.851008,4
0.851009,4
0.85101,4
0.851011,4
0.851012,4
0.851013,4
0.851014,4
0.851015,4
0.851016,4
0.851017,4
0.851018,4
0.851019,4
0.85102,4
0.851021,4
0.851022,4
0.851023,4
0.851024,4
0.851025,4
0.851026,4
0.851027,4
0.851028,4
0.851029,4
0.85103,4
0.851031,4
0.851032,4
0.851033,4
0.851034,4
0.851035,4
0.851036,4
0.851037,4
0.851038,4
0.851039,4
0.85104,4
0.851041,4
0.851042,4
0.851043,4
0.851044,4
0.851045,4
0.851046,4
0.851047,4
0.851048,4
0.851049,4
0.85105,4
0.851051,4
0.851052,4
0.851053,4
0.851054,4
0.851055,4
0.851056,4
0.851057,4
0.851058,4
0.851059,4
0.85106,4
0.851061,4
0.851062,4
0.851063,4
0.851064,4
0.851065,4
0.851066,4
0.851067,4
0.851068,4
0.851069,4
0.85107,4
0.851071,4
0.851072,4
0.851073,4
0.851074,4
0.851075,4
0.851076,4
0.851077,4
0.851078,4
0.851079,4
0.85108,4
0.851081,4
0.851082,4
0.851083,4
0.851084,4
0.851085,4
0.851086,4
0.851087,4
0.851088,4
0.851089,4
0.85109,4
0.851091,4
0.851092,4
0.851093,4
0.851094,4
0.851095,4
0.851096,4
0.851097,4
0.851098,4
0.851099,4
0.8511,4
0.851101,4
0.851102,4
0.851103,4
0.851104,4
0.851105,4
0.851106,4
0.851107,4
0.851108,4
0.851109,4
0.85111,4
0.851111,4
0.851112,4
0.851113,4
0.851114,4
0.851115,4
0.851116,4
0.851117,4
0.851118,4
0.851119,4
0.85112,4
0.851121,4
0.851122,4
0.851123,4
0.851124,4
0.851125,4
0.851126,4
0.851127,4
0.851128,4
0.851129,4
0.85113,4
0.851131,4
0.851132,4
0.851133,4
0.851134,4
0.851135,4
0.851136,4
0.851137,4
0.851138,4
0.851139,4
0.85114,4
0.851141,4
0.851142,4
0.851143,4
0.851144,4
0.851145,4
0.851146,4
0.851147,4
0.851148,4
0.851149,4
0.85115,4
0.851151,4
0.851152,4
0.851153,4
0.851154,4
0.851155,4
0.851156,4
0.851157,4
0.851158,4
0.851159,4
0.85116,4
0.851161,4
0.851162,4
0.851163,4
0.851164,4
0.851165,4
0.851166,4
0.851167,4
0.851168,4
0.851169,4
0.85117,4
0.851171,4
0.851172,4
0.851173,4
0.851174,4
0.851175,4
0.851176,4
0.851177,4
0.851178,4
0.851179,4
0.85118,4
0.851181,4
0.851182,4
0.851183,4
0.851184,4
0.851185,4
0.851186,4
0.851187,4
0.851188,4
0.851189,4
0.85119,4
0.851191,4
0.851192,4
0.851193,4
0.851194,4
0.851195,4
0.851196,4
0.851197,4
0.851198,4
0.851199,4
0.8512,4
0.851201,4
0.851202,4
0.851203,4
0.851204,4
0.851205,4
0.851206,4
0.851207,4
0.851208,4
0.851209,4
0.85121,4
0.851211,4
0.851212,4
0.851213,4
0.851214,4
0.851215,4
0.851216,4
0.851217,4
0.851218,4
0.851219,4
0.85122,4
0.851221,4
0.851222,4
0.851223,4
0.851224,4
0.851225,4
0.851226,4
0.851227,4
0.851228,4
0.851229,4
0.85123,4
0.851231,4
0.851232,4
0.851233,4
0.851234,4
0.851235,4
0.851236,4
0.851237,4
0.851238,4
0.851239,4
0.85124,4
0.851241,4
0.851242,4
0.851243,4
0.851244,4
0.851245,4
0.851246,4
0.851247,4
0.851248,4
0.851249,4
0.85125,4
0.851251,4
0.851252,4
0.851253,4
0.851254,4
0.851255,4
0.851256,4
0.851257,4
0.851258,4
0.851259,4
0.85126,4
0.851261,4
0.851262,4
0.851263,4
0.851264,4
0.851265,4
0.851266,4
0.851267,4
0.851268,4
0.851269,4
0.85127,4
0.851271,4
0.851272,4
0.851273,4
0.851274,4
0.851275,4
0.851276,4
0.851277,4
0.851278,4
0.851279,4
0.85128,4
0.851281,4
0.851282,4
0.851283,4
0.851284,4
0.851285,4
0.851286,4
0.851287,4
0.851288,4
0.851289,4
0.85129,4
0.851291,4
0.851292,4
0.851293,4
0.851294,4
0.851295,4
0.851296,4
0.851297,4
0.851298,4
0.851299,4
0.8513,4
0.851301,4
0.851302,4
0.851303,4
0.851304,4
0.851305,4
0.851306,4
0.851307,4
0.851308,4
0.851309,4
0.85131,4
0.851311,4
0.851312,4
0.851313,4
0.851314,4
0.851315,4
0.851316,4
0.851317,4
0.851318,4
0.851319,4
0.85132,4
0.851321,4
0.851322,4
0.851323,4
0.851324,4
0.851325,4
0.851326,4
0.851327,4
0.851328,4
0.851329,4
0.85133,4
0.851331,4
0.851332,4
0.851333,4
0.851334,4
0.851335,4
0.851336,4
0.851337,4
0.851338,4
0.851339,4
0.85134,4
0.851341,4
0.851342,4
0.851343,4
0.851344,4
0.851345,4
0.851346,4
0.851347,4
0.851348,4
0.851349,4
0.85135,4
0.851351,4
0.851352,4
0.851353,4
0.851354,4
0.851355,4
0.851356,4
0.851357,4
0.851358,4
0.851359,4
0.85136,4
0.851361,4
0.851362,4
0.851363,4
0.851364,4
0.851365,4
0.851366,4
0.851367,4
0.851368,4
0.851369,4
0.85137,4
0.851371,4
0.851372,4
0.851373,4
0.851374,4
0.851375,4
0.851376,4
0.851377,4
0.851378,4
0.851379,4
0.85138,4
0.851381,4
0.851382,4
0.851383,4
0.851384,4
0.851385,4
0.851386,4
0.851387,4
0.851388,4
0.851389,4
0.85139,4
0.851391,4
